gender,workActivity,occupationIndustry,totalIncome,relationshipStatus,habitationStatus,schoolAttendance,schools,age,cust_id_new,em_elig,dm_elig,lang
Female,fulltime,8131 Religious organizations,42319.2,Divorced,With Spouse,,,52,144837,Y,Y,F
Other,fulltime,6111 Elementary and secondary schools,132565.1,Married,With Spouse,,,59,144838,Y,Y,E
Male,fulltime,5411 Legal services,96316,Widowed,,,,49,144839,Y,Y,E
Male,fulltime,"5412 Accounting, tax preparation, bookkeeping and payroll services",88162,Married,With Spouse,,,37,144840,N,N,F
Female,fulltime,6111 Elementary and secondary schools,431851.6,Single,Group,College,,25,144841,Y,Y,E
Male,fulltime,,400000,Single,,,,67,144842,Y,Y,E
Female,parttime,5617 Services to buildings and dwellings,424445.3,Separate,With Parent,,,45,144843,Y,Y,F
Male,fulltime,4911 Postal service,44576.4,Married,With Spouse,,,50,144844,N,Y,E
Female,fulltime,5311 Lessors of real estate,51575.7,Married,With Spouse,,,44,144845,Y,N,E
Female,fulltime,,400000,Married,With Spouse,,,65,144846,Y,Y,F
Male,fulltime,"5418 Advertising, public relations, and related services",36072,Single,With Parent,,,34,144847,Y,Y,E
Male,fulltime,2383 Building finishing contractors,431029,Married,With Spouse,,,39,144848,N,Y,E
Male,parttime,6220 Hospitals (6221 to 6223),408022.3,Single,With Parent,Apprenticeship,,29,144849,Y,Y,F
Male,parttime,9112-9119 Other federal services,433061.9,Married,With Spouse,,,72,144850,Y,N,E
Female,parttime,4131 Food wholesaler-distributors,423789.7,Married,With Spouse,,,46,144851,Y,Y,E
Male,fulltime,6220 Hospitals (6221 to 6223),429126,Single,With Parent,,,35,144852,N,Y,F
Female,parttime,7222 Limited-service restaurants,425877.3,Married,With Spouse,,,63,144853,Y,Y,E
Female,fulltime,Retired,67435.9,Widowed,,,,43,144854,Y,Y,E
Female,fulltime,6111 Elementary and secondary schools,98124.55,Divorced,,,,66,144855,Y,N,F
Male,parttime,3261 Plastic product manufacturing,407538.52,Single,With Parent,College,,34,144856,N,Y,E
Female,fulltime,5121 Motion picture and video industries,433416,Married,With Spouse,,,38,144857,Y,Y,E
Female,fulltime,Retired,417616.9,Married,With Spouse,,,43,144858,Y,Y,F
Female,fulltime,,400000,Divorced,Group,,,48,144859,Y,Y,E
Female,fulltime,5239 Other financial investment activities,52811,Married,With Spouse,,,52,144860,N,N,E
Other,parttime,"9130 Local, municipal and regional public administration (9131 and 9",414666.85,Single,With Parent,Middle,1,34,144861,Y,Y,F
Other,fulltime,"9130 Local, municipal and regional public administration (9131 and 9",40462.4,Married,With Spouse,,,48,144862,Y,Y,E
Male,fulltime,Retired,35913.5,Married,With Spouse,,,78,144863,Y,Y,E
Male,parttime,6220 Hospitals (6221 to 6223),433921.8,Married,With Spouse,,,45,144864,N,Y,F
Female,fulltime,"7115 Independent artists, writers and performers",39631,Single,With Parent,,,37,144865,Y,N,E
Male,fulltime,"5416 Management, scientific and technical consulting services",432441,Divorced,With Parent,,,41,144866,Y,Y,E
Female,fulltime,Retired,40196.1,Divorced,,,,57,144867,Y,Y,F
Male,parttime,3254 Pharmaceutical and medicine manufacturing,418964.11,Married,With Spouse,Apprenticeship,,34,144868,N,Y,E
Male,parttime,"5418 Advertising, public relations, and related services",408362.86,Single,With Spouse,Apprenticeship,,32,144869,Y,Y,E
Male,parttime,"8139 Business, professional, labour and other membership organizatio",413713.48,Single,With Spouse,Apprenticeship,,30,144870,Y,N,F
Other,fulltime,6219 Other ambulatory health care services,38088.35,Married,With Spouse,,,67,144871,Y,Y,E
Female,fulltime,6230 Nursing and residential care facilities (6231 to 6239),87706.85,Widowed,,,,67,144872,N,Y,E
Male,parttime,9120 Provincial and territorial public administration (9121 to 9129),413488.35,Married,With Spouse,,,60,144873,Y,Y,F
Male,fulltime,2383 Building finishing contractors,35341.9,Married,With Spouse,,,53,144874,Y,Y,E
Male,parttime,8131 Religious organizations,428009.4,Married,With Spouse,,,57,144875,Y,N,E
Female,fulltime,,400000,Married,With Spouse,,,47,144876,N,Y,F
Male,fulltime,4451 Grocery stores,163778.4,Single,,,,56,144877,Y,Y,E
Other,fulltime,,400000,Widowed,With Spouse,,,57,144878,Y,Y,E
Male,parttime,5241 Insurance carriers,407287.39,Separate,With Parent,Apprenticeship,,32,144879,Y,Y,F
Male,fulltime,,400000,Married,With Spouse,,,69,144880,N,N,E
Male,parttime,2123 Non-metallic mineral mining and quarrying,433644.6,Married,,,,45,144881,Y,Y,E
Male,fulltime,5321 Automotive equipment rental and leasing,433397,Married,With Spouse,,,35,144882,Y,Y,F
Female,fulltime,,400000,Single,With Parent,Apprenticeship,,29,144883,Y,Y,E
Female,fulltime,,400000,Single,With Parent,Secondary,1,28,144884,N,Y,E
Female,parttime,5313 Activities related to real estate,424823.7,Married,With Spouse,,,44,144885,Y,N,F
Female,fulltime,7111 Performing arts companies,426649.81,Single,With Spouse,Apprenticeship,,33,144886,Y,Y,E
Male,parttime,5221 Depository credit intermediation,423534.5,Married,With Spouse,,,51,144887,Y,Y,E
Female,parttime,4853 Taxi and limousine service,416702.62,Single,Group,Apprenticeship,,31,144888,N,Y,F
Male,fulltime,,400000,Single,With Spouse,,,37,144889,Y,Y,E
Male,fulltime,6214 Out-patients care centres,59144,Single,Group,,,37,144890,Y,N,E
Female,parttime,6220 Hospitals (6221 to 6223),407327.32,Single,With Spouse,Apprenticeship,,31,144891,Y,Y,F
Female,fulltime,6220 Hospitals (6221 to 6223),36698,Married,With Spouse,,,41,144892,N,Y,E
Male,fulltime,Retired,412170.2,Married,With Spouse,,,41,144893,Y,Y,E
Male,parttime,4853 Taxi and limousine service,409047,Single,With Parent,,,40,144894,Y,Y,F
Female,parttime,7139 Other amusement and recreation industries,420364.3,Widowed,With Parent,,,45,144895,Y,N,E
Female,parttime,5617 Services to buildings and dwellings,418103.2,Married,With Spouse,,,66,144896,N,Y,E
Female,fulltime,,400000,Single,With Parent,Secondary,1,32,144897,Y,Y,F
Male,parttime,7221 Full-service restaurants,409409.62,Single,With Parent,College,,25,144898,Y,Y,E
Male,fulltime,,400000,Single,With Parent,Middle,1,27,144899,Y,Y,E
Female,fulltime,"5416 Management, scientific and technical consulting services",57801.3,Married,With Spouse,,,62,144900,N,N,F
Female,fulltime,8141 Private households,86550.2,Divorced,,,,51,144901,Y,Y,E
Female,fulltime,,400000,Single,With Parent,Middle,1,27,144902,Y,Y,E
Female,fulltime,,400000,Single,With Parent,College,,25,144903,Y,Y,F
Female,parttime,9120 Provincial and territorial public administration (9121 to 9129),420715.7,Married,With Spouse,,,69,144904,N,Y,E
Female,fulltime,7211 Traveller accommodations,69049.45,Single,,,,57,144905,Y,N,E
Female,fulltime,9112-9119 Other federal services,420195.34,Single,With Parent,College,,33,144906,Y,Y,F
Male,fulltime,5311 Lessors of real estate,68240.4,Divorced,,,,64,144907,Y,Y,E
Female,parttime,4461 Health and personal care stores,411145.75,Married,With Spouse,Apprenticeship,,31,144908,N,Y,E
Male,fulltime,5221 Depository credit intermediation,55284,Married,With Spouse,,,42,144909,Y,Y,F
Female,parttime,3372 Office furniture (including fixtures) manufacturing,417672.05,Married,With Spouse,,,54,144910,Y,N,E
Other,fulltime,5121 Motion picture and video industries,90811,Married,With Spouse,,,40,144911,Y,Y,E
Male,fulltime,6230 Nursing and residential care facilities (6231 to 6239),101596.75,Divorced,Group,,,58,144912,N,Y,F
Male,fulltime,5322 Consumer goods rental,433406,Single,With Parent,,,37,144913,Y,Y,E
Female,parttime,5221 Depository credit intermediation,403600.96,Single,With Parent,College,,34,144914,Y,Y,E
Other,fulltime,5221 Depository credit intermediation,425446,Married,With Spouse,,,41,144915,Y,N,F
Male,fulltime,Retired,408620.5,Married,With Spouse,,,77,144916,N,Y,E
Female,parttime,"9130 Local, municipal and regional public administration (9131 and 9",408533.47,Single,With Parent,College,,34,144917,Y,Y,E
Female,fulltime,6244 Child day-care services,420182.8,Single,Group,College,,25,144918,Y,Y,F
Male,fulltime,5312 Offices of real estate agents and brokers,42684.55,Married,With Spouse,,,60,144919,Y,Y,E
Male,fulltime,,400000,Separate,With Spouse,,,44,144920,N,N,E
Female,fulltime,7213 Rooming and boarding houses,57129.6,Married,With Spouse,,,44,144921,Y,Y,F
Female,fulltime,5221 Depository credit intermediation,52270.9,Single,With Spouse,,,44,144922,Y,Y,E
Female,parttime,5615 Travel arrangement and reservation services,431605.45,Married,With Spouse,,,58,144923,Y,Y,E
Male,fulltime,5221 Depository credit intermediation,148709.2,Separate,,,,69,144924,N,Y,F
Other,fulltime,Retired,412266.1,Married,With Spouse,,,77,144925,Y,N,E
Female,fulltime,4842 Specialized freight trucking,56838.5,Divorced,Group,,,67,144926,Y,Y,E
Female,fulltime,6220 Hospitals (6221 to 6223),426300,Single,With Spouse,,,35,144927,Y,Y,F
Male,parttime,7222 Limited-service restaurants,408843.34,Single,With Parent,Apprenticeship,,29,144928,N,Y,E
Female,fulltime,,400000,Married,With Spouse,,,48,144929,Y,Y,E
Female,fulltime,6220 Hospitals (6221 to 6223),47142,Married,With Spouse,,,36,144930,Y,N,F
Male,fulltime,5415 Computer systems design and related services,182364.7,Divorced,,,,54,144931,Y,Y,E
Female,parttime,5221 Depository credit intermediation,411484.33,Single,With Spouse,College,,34,144932,N,Y,E
Female,parttime,"5413 Architectural, engineering and related services",406292.11,Married,With Spouse,Apprenticeship,,33,144933,Y,Y,F
Female,parttime,5241 Insurance carriers,426618.05,Married,With Spouse,,,66,144934,Y,Y,E
Male,fulltime,6220 Hospitals (6221 to 6223),433583,Married,With Spouse,,,44,144935,Y,N,E
Male,parttime,6214 Out-patients care centres,407632.24,Single,With Parent,Apprenticeship,,27,144936,N,Y,F
Female,fulltime,,400000,Married,With Spouse,,,44,144937,Y,Y,E
Female,fulltime,,400000,Single,With Parent,Apprenticeship,,27,144938,Y,Y,E
Other,fulltime,Retired,412876.5,Married,With Spouse,,,40,144939,Y,Y,F
Male,parttime,7139 Other amusement and recreation industries,409669.99,Single,With Parent,Apprenticeship,,31,144940,N,N,E
Female,fulltime,7222 Limited-service restaurants,114822.7,Single,,,,72,144941,Y,Y,E
Male,parttime,3272 Glass and glass product manufacturing,412611.61,Married,With Spouse,Apprenticeship,,31,144942,Y,Y,F
Female,parttime,5241 Insurance carriers,427995,Divorced,With Parent,,,52,144943,Y,Y,E
Female,fulltime,5614 Business support services,78335.4,Married,With Spouse,,,44,144944,N,Y,E
Female,fulltime,5411 Legal services,45759.6,Widowed,Group,,,74,144945,Y,N,F
Female,fulltime,4451 Grocery stores,64562,Widowed,Group,,,71,144946,Y,Y,E
Male,fulltime,,400000,Single,With Parent,Secondary,1,29,144947,Y,Y,E
Male,fulltime,5411 Legal services,121112,Married,With Spouse,,,40,144948,N,Y,F
Male,parttime,9112-9119 Other federal services,428310,Married,With Spouse,,,68,144949,Y,Y,E
Female,fulltime,5312 Offices of real estate agents and brokers,67778.7,Single,Group,,,67,144950,Y,N,E
Female,fulltime,Retired,420904.8,Married,With Spouse,,,78,144951,Y,Y,F
Male,parttime,7221 Full-service restaurants,410676.49,Married,With Spouse,Apprenticeship,,32,144952,N,Y,E
Male,fulltime,Retired,415351,Married,With Spouse,,,54,144953,Y,Y,E
Male,fulltime,6111 Elementary and secondary schools,84569,Married,With Spouse,,,68,144954,Y,Y,F
Male,fulltime,,400000,Single,With Parent,Secondary,1,29,144955,Y,N,E
Female,parttime,6111 Elementary and secondary schools,409687.48,Married,With Spouse,Apprenticeship,,31,144956,N,Y,E
Male,fulltime,5171 Wired telecommunications carriers,53256.5,Married,With Spouse,,,47,144957,Y,Y,F
Female,parttime,6113 Universities,431597.95,Married,With Spouse,,,71,144958,Y,Y,E
Male,fulltime,5614 Business support services,129759.1,Separate,,,,57,144959,Y,Y,E
Female,fulltime,2382 Building equipment contractors,108213,Single,,,,38,144960,N,N,F
Male,fulltime,"5242 Agencies, brokerages and other insurance related activities",297998.8,Single,,,,46,144961,Y,Y,E
Female,fulltime,Retired,414758.1,Married,With Spouse,,,40,144962,Y,Y,E
Male,fulltime,"5111 Newspaper, periodical, book and director publishers",56002,Married,With Spouse,,,39,144963,Y,Y,F
Other,parttime,5411 Legal services,433586.9,Single,With Spouse,,,56,144964,N,Y,E
Male,parttime,6220 Hospitals (6221 to 6223),423310.15,Married,With Spouse,,,65,144965,Y,N,E
Other,fulltime,Retired,55897.1,Divorced,,,,43,144966,Y,Y,F
Female,fulltime,2382 Building equipment contractors,424462,Married,With Spouse,,,38,144967,Y,Y,E
Female,fulltime,Retired,64946,Married,With Spouse,,,77,144968,N,Y,E
Male,fulltime,,400000,Single,With Parent,Secondary,1,29,144969,Y,Y,F
Male,fulltime,Retired,420191.5,Widowed,Group,,,78,144970,Y,N,E
Female,fulltime,5221 Depository credit intermediation,54575.55,Married,With Spouse,,,59,144971,Y,Y,E
Male,fulltime,6116 Other school and instruction,62905,Single,,,,36,144972,N,Y,F
Other,fulltime,5411 Legal services,35480.5,Married,,,,44,144973,Y,Y,E
Female,fulltime,Retired,80749.2,Widowed,,,,47,144974,Y,Y,E
Male,fulltime,,400000,Single,With Parent,Middle,1,27,144975,Y,N,F
Other,parttime,3152 Cut and sew clothing manufacturing,416721,Married,With Spouse,,,63,144976,N,Y,E
Female,fulltime,,400000,Married,With Spouse,,,52,144977,Y,Y,E
Male,fulltime,"9130 Local, municipal and regional public administration (9131 and 9",35846.65,Married,With Spouse,,,54,144978,Y,Y,F
Female,fulltime,,400000,Single,With Parent,Secondary,1,29,144979,Y,Y,E
Female,parttime,5619 Other support services,406485.16,Single,With Parent,College,,26,144980,N,N,E
Female,fulltime,5261 Pension funds,423670.57,Single,With Parent,College,,26,144981,Y,Y,F
Female,fulltime,5221 Depository credit intermediation,423301.3,Single,,Apprenticeship,,33,144982,Y,Y,E
Female,fulltime,6241 Individual and family services,70901,Married,With Spouse,,,43,144983,Y,Y,E
Female,fulltime,5415 Computer systems design and related services,42365,Married,With Spouse,,,41,144984,N,Y,F
Other,fulltime,4451 Grocery stores,427120,Married,With Spouse,,,39,144985,Y,N,E
Male,fulltime,Retired,415752.8,Married,With Spouse,,,43,144986,Y,Y,E
Female,fulltime,Retired,415785,Married,With Spouse,,,40,144987,Y,Y,F
Male,parttime,6220 Hospitals (6221 to 6223),425638.6,Married,With Spouse,,,65,144988,N,Y,E
Male,fulltime,6220 Hospitals (6221 to 6223),117690,Separate,,,,36,144989,Y,Y,E
Female,fulltime,6241 Individual and family services,37000.7,Married,With Spouse,,,53,144990,Y,N,F
Male,fulltime,"4511 Sporting goods, hobby and musical instrument stores",97937.45,Divorced,,,,63,144991,Y,Y,E
Other,fulltime,,400000,Married,With Spouse,,,47,144992,N,Y,E
Male,parttime,2111 Oil and gas extraction,415953.35,Married,With Spouse,,,65,144993,Y,Y,F
Male,parttime,4851 Urban transit systems,417986,Married,With Spouse,,,43,144994,Y,Y,E
Male,parttime,"5416 Management, scientific and technical consulting services",419949.6,Married,,,,50,144995,Y,N,E
Male,fulltime,"8139 Business, professional, labour and other membership organizatio",58846.65,Divorced,Group,,,57,144996,N,Y,F
Female,fulltime,,400000,Single,With Parent,Secondary,1,32,144997,Y,Y,E
Female,fulltime,Retired,434214.6,Widowed,Group,,,52,144998,Y,Y,E
Female,fulltime,,117272.4,Married,With Spouse,,,60,144999,Y,Y,F
Female,fulltime,6220 Hospitals (6221 to 6223),50637.4,Divorced,,,,53,145000,N,N,E
Other,fulltime,3372 Office furniture (including fixtures) manufacturing,73888.1,Married,With Spouse,,,51,145001,Y,Y,E
Male,fulltime,5191 Other information services,117687.9,Single,,,,52,145002,Y,Y,F
Female,parttime,6112 Community colleges and C.E.G.E.P.s,416810.86,Single,With Parent,Apprenticeship,,27,145003,Y,Y,E
Male,parttime,4842 Specialized freight trucking,422606.1,Married,With Spouse,,,45,145004,N,Y,E
Female,fulltime,8134 Civic and social organizations,57401.85,Married,With Spouse,,,64,145005,Y,N,F
Female,parttime,4452 Specialty food stores,432187.9,Married,With Spouse,,,70,145006,Y,Y,E
Other,fulltime,5411 Legal services,61763.3,Single,,,,72,145007,Y,Y,E
Female,fulltime,7221 Full-service restaurants,152603,Single,,,,44,145008,N,Y,F
Male,fulltime,4521 Department stores,420205.9,Single,,Apprenticeship,,29,145009,Y,Y,E
Male,fulltime,5221 Depository credit intermediation,47720.97,Single,,Apprenticeship,,30,145010,Y,N,E
Female,parttime,6241 Individual and family services,408540.73,Single,With Parent,College,,26,145011,Y,Y,F
Male,fulltime,Retired,420709.5,Married,With Spouse,,,53,145012,N,Y,E
Female,fulltime,,400000,Married,With Spouse,,,50,145013,Y,Y,E
Female,parttime,6244 Child day-care services,427330.55,Separate,Group,,,66,145014,Y,Y,F
Female,fulltime,,105785,Divorced,Group,,,40,145015,Y,N,E
Female,fulltime,6213 Offices of other health practitioners,57913.9,Married,With Spouse,,,72,145016,N,Y,E
Male,fulltime,Retired,35524.3,Married,With Spouse,,,43,145017,Y,Y,F
Female,parttime,3371 Household and institutional furniture and kitchen cabinet manuf,411861.19,Married,With Spouse,Apprenticeship,,26,145018,Y,Y,E
Male,fulltime,4851 Urban transit systems,36939.8,Widowed,Group,,,66,145019,Y,Y,E
Female,parttime,5221 Depository credit intermediation,416277,Married,With Spouse,,,36,145020,N,N,F
Male,parttime,6111 Elementary and secondary schools,404627.26,Single,With Parent,Apprenticeship,,27,145021,Y,Y,E
Male,fulltime,7222 Limited-service restaurants,42556,Married,With Spouse,,,39,145022,Y,Y,E
Female,fulltime,5615 Travel arrangement and reservation services,73426.1,Married,With Spouse,,,51,145023,Y,Y,F
Female,parttime,6220 Hospitals (6221 to 6223),418950.25,Single,With Parent,Apprenticeship,,29,145024,N,Y,E
Female,parttime,6220 Hospitals (6221 to 6223),422088.45,Widowed,Group,,,63,145025,Y,N,E
Female,fulltime,,400000,Married,With Spouse,,,38,145026,Y,Y,F
Male,fulltime,6220 Hospitals (6221 to 6223),121959.8,Single,,,,57,145027,Y,Y,E
Female,fulltime,5231 Securities and commodity contracts intermediation and brokerage,37194,Married,With Spouse,,,40,145028,N,Y,E
Female,fulltime,Retired,417581.2,Married,With Spouse,,,47,145029,Y,Y,F
Female,parttime,2383 Building finishing contractors,412647.58,Married,With Spouse,Apprenticeship,,31,145030,Y,N,E
Male,parttime,6241 Individual and family services,408330.19,Single,With Parent,Apprenticeship,,27,145031,Y,Y,E
Female,fulltime,,400000,Single,With Parent,College,,32,145032,N,Y,F
Female,fulltime,"5419 Other professional, scientific and technical services",430976.77,Single,Group,College,,34,145033,Y,Y,E
Male,fulltime,5241 Insurance carriers,64761,Single,,,,36,145034,Y,Y,E
Female,fulltime,Retired,409128,Widowed,Group,,,78,145035,Y,N,F
Female,fulltime,Retired,39921,Widowed,,,,47,145036,N,Y,E
Female,fulltime,,400000,Single,With Parent,Secondary,1,30,145037,Y,Y,E
Male,fulltime,2361 Residential building construction,68095.5,Married,With Spouse,,,53,145038,Y,Y,F
Male,fulltime,Retired,417325,Married,With Spouse,,,46,145039,Y,Y,E
Male,parttime,6214 Out-patients care centres,431457.8,Married,With Spouse,,,45,145040,N,N,E
Female,fulltime,Retired,103675.6,Single,,,,46,145041,Y,Y,F
Male,fulltime,6230 Nursing and residential care facilities (6231 to 6239),41948.5,Married,With Spouse,,,49,145042,Y,Y,E
Female,parttime,8133 Social advocacy organizations,412063.15,Single,Group,Apprenticeship,,27,145043,Y,Y,E
Male,parttime,4481 Clothing stores,419463.73,Single,With Spouse,Apprenticeship,,33,145044,N,Y,F
Male,fulltime,Retired,88269.3,Married,With Spouse,,,47,145045,Y,N,E
Male,fulltime,Retired,433820.5,Married,With Spouse,,,43,145046,Y,Y,E
Male,parttime,5615 Travel arrangement and reservation services,426769.7,Married,With Spouse,,,55,145047,Y,Y,F
Female,fulltime,,400000,Single,With Parent,Secondary,1,32,145048,N,Y,E
Female,fulltime,4543 Direct selling establishments,43575,Married,With Spouse,,,40,145049,Y,Y,E
Male,parttime,4461 Health and personal care stores,432751.4,Divorced,Group,,,52,145050,Y,N,F
Female,parttime,"5416 Management, scientific and technical consulting services",420202.05,Married,With Spouse,,,56,145051,Y,Y,E
Other,fulltime,3323 Architectural and structural manufacturing,432468.37,Married,With Spouse,Apprenticeship,,33,145052,N,Y,E
Male,fulltime,"5418 Advertising, public relations, and related services",421496.53,Single,,College,,33,145053,Y,Y,F
Male,parttime,7211 Traveller accommodations,417585.04,Single,With Spouse,College,,25,145054,Y,Y,E
Female,fulltime,5239 Other financial investment activities,184068,Single,,,,39,145055,Y,N,E
Male,parttime,5311 Lessors of real estate,427641.9,Divorced,With Spouse,,,53,145056,N,Y,F
Female,parttime,5172 Wireless telecommunications carriers (except satellite),418556.4,Single,Group,,,59,145057,Y,Y,E
Female,fulltime,9120 Provincial and territorial public administration (9121 to 9129),40377,Single,With Parent,,,42,145058,Y,Y,E
Male,fulltime,7139 Other amusement and recreation industries,76204.25,Married,With Spouse,,,73,145059,Y,Y,F
Female,fulltime,9112-9119 Other federal services,99293.7,Married,With Spouse,,,46,145060,N,N,E
Male,fulltime,6111 Elementary and secondary schools,69561.8,Married,With Spouse,,,52,145061,Y,Y,E
Female,fulltime,7221 Full-service restaurants,422143,Single,With Parent,,,35,145062,Y,Y,F
Female,fulltime,4451 Grocery stores,63639.55,Married,With Spouse,,,74,145063,Y,Y,E
Male,fulltime,"5418 Advertising, public relations, and related services",434682,Single,With Parent,,,35,145064,N,Y,E
Female,parttime,4452 Specialty food stores,430105.5,Married,With Spouse,,,69,145065,Y,N,F
Other,fulltime,Retired,422670.9,Married,With Spouse,,,39,145066,Y,Y,E
Male,fulltime,"7115 Independent artists, writers and performers",101559.7,Single,,,,52,145067,Y,Y,E
Male,fulltime,4173 Computer and communications equipment and supplies wholesaler-d,197356.8,Divorced,,,,64,145068,N,Y,F
Male,fulltime,6230 Nursing and residential care facilities (6231 to 6239),76513,Divorced,,,,43,145069,Y,Y,E
Female,fulltime,4189 Other miscellaneous wholesaler-distributors,75228,Single,Group,,,40,145070,Y,N,E
Male,fulltime,,400000,Married,With Spouse,,,39,145071,Y,Y,F
Other,fulltime,"5418 Advertising, public relations, and related services",70264,Single,,,,35,145072,N,Y,E
Other,parttime,3152 Cut and sew clothing manufacturing,413681,Single,With Spouse,,,37,145073,Y,Y,E
Male,parttime,6211 Offices of physicians,422911.45,Married,With Spouse,,,60,145074,Y,Y,F
Male,parttime,5241 Insurance carriers,430819.8,Married,With Spouse,,,53,145075,Y,N,E
Male,fulltime,"5242 Agencies, brokerages and other insurance related activities",65007.8,Married,With Spouse,,,44,145076,N,Y,E
Male,fulltime,5415 Computer systems design and related services,421986,Single,With Parent,,,37,145077,Y,Y,F
Female,fulltime,,92528.1,Married,With Spouse,,,71,145078,Y,Y,E
Female,fulltime,Retired,422558.2,Married,With Spouse,,,78,145079,Y,Y,E
Female,fulltime,"5419 Other professional, scientific and technical services",146783.7,Married,With Spouse,,,57,145080,N,N,F
Male,parttime,4461 Health and personal care stores,415941,Married,,,,73,145081,Y,Y,E
Male,fulltime,5221 Depository credit intermediation,89216.6,Single,Group,,,48,145082,Y,Y,E
Female,fulltime,6216 Home health care services,55117.2,Divorced,Group,,,59,145083,Y,Y,F
Male,fulltime,"5418 Advertising, public relations, and related services",428233.81,Single,,Apprenticeship,,27,145084,N,Y,E
Female,fulltime,5612 Facilities support services,432714,Married,With Spouse,,,38,145085,Y,N,E
Male,parttime,3363 Motor vehicle parts manufacturing,434111,Married,With Spouse,,,52,145086,Y,Y,F
Other,fulltime,3118 Bakeries and tortilla manufacturing,63864,Single,With Spouse,,,36,145087,Y,Y,E
Male,fulltime,8131 Religious organizations,64911,Single,,,,45,145088,N,Y,E
Female,fulltime,5112 Software publishers,39114.9,Married,With Spouse,,,45,145089,Y,Y,F
Female,fulltime,5617 Services to buildings and dwellings,73497.65,Divorced,With Spouse,,,60,145090,Y,N,E
Male,parttime,5171 Wired telecommunications carriers,433533.1,Married,With Spouse,,,67,145091,Y,Y,E
Male,fulltime,6220 Hospitals (6221 to 6223),428170,Single,With Parent,,,39,145092,N,Y,F
Male,fulltime,6111 Elementary and secondary schools,41340.2,Divorced,Group,,,70,145093,Y,Y,E
Female,fulltime,9112-9119 Other federal services,61278,Married,With Spouse,,,35,145094,Y,Y,E
Female,parttime,4173 Computer and communications equipment and supplies wholesaler-d,414738.79,Single,With Parent,Secondary,1,26,145095,Y,N,F
Female,fulltime,,400000,Married,With Spouse,,,63,145096,N,Y,E
Male,parttime,5221 Depository credit intermediation,433264,Separate,With Spouse,,,47,145097,Y,Y,E
Male,parttime,2111 Oil and gas extraction,427632.65,Married,With Spouse,,,68,145098,Y,Y,F
Male,fulltime,2382 Building equipment contractors,433432,Married,With Spouse,,,41,145099,Y,Y,E
Female,fulltime,5231 Securities and commodity contracts intermediation and brokerage,72815,Married,With Spouse,,,35,145100,N,N,E
Female,fulltime,Retired,62182.4,Widowed,Group,,,56,145101,Y,Y,F
Other,fulltime,,400000,Single,With Parent,Secondary,1,32,145102,Y,Y,E
Male,parttime,3391 Medical equipment and supplies manufacturing,415437,Married,With Spouse,,,38,145103,Y,Y,E
Male,fulltime,4851 Urban transit systems,49339.6,Married,With Spouse,,,57,145104,N,Y,F
Male,fulltime,6220 Hospitals (6221 to 6223),184862.4,Divorced,,,,74,145105,Y,N,E
Male,fulltime,4521 Department stores,35203.3,Divorced,With Parent,,,48,145106,Y,Y,E
Male,fulltime,4922 Local messengers and local delivery,71048.15,Married,With Spouse,,,60,145107,Y,Y,F
Female,fulltime,3391 Medical equipment and supplies manufacturing,119973.7,Married,With Spouse,,,47,145108,N,Y,E
Male,fulltime,3379 Other furniture-related product manufacturing,46558.6,Married,With Spouse,,,52,145109,Y,Y,E
Male,fulltime,,400000,Married,With Spouse,,,65,145110,Y,N,F
Female,fulltime,,400000,Single,With Parent,Secondary,1,30,145111,Y,Y,E
Female,parttime,6211 Offices of physicians,416039.1,Divorced,With Parent,,,49,145112,N,Y,E
Male,fulltime,,400000,Single,With Parent,Secondary,1,31,145113,Y,Y,F
Male,fulltime,4481 Clothing stores,35797,Married,With Spouse,,,39,145114,Y,Y,E
Other,parttime,4431 Electronics and appliances stores,410855.68,Single,With Parent,Apprenticeship,,28,145115,Y,N,E
Male,fulltime,,400000,Single,,Secondary,1,31,145116,N,Y,F
Other,fulltime,,400000,Single,With Parent,Secondary,1,32,145117,Y,Y,E
Male,parttime,"5418 Advertising, public relations, and related services",434909.65,Married,With Spouse,,,68,145118,Y,Y,E
Female,fulltime,Retired,87052.7,Separate,,,,77,145119,Y,Y,F
Male,fulltime,4461 Health and personal care stores,48240.2,Married,With Spouse,,,59,145120,N,N,E
Male,parttime,4431 Electronics and appliances stores,416126,Married,,,,35,145121,Y,Y,E
Male,fulltime,6113 Universities,98082.6,Divorced,,,,44,145122,Y,Y,F
Other,fulltime,6212 Offices of dentists,36645.3,Married,With Spouse,,,67,145123,Y,Y,E
Female,fulltime,5241 Insurance carriers,113001.55,Widowed,,,,71,145124,N,Y,E
Male,fulltime,"5418 Advertising, public relations, and related services",117367.85,Divorced,,,,54,145125,Y,N,F
Other,fulltime,6219 Other ambulatory health care services,61189.5,Married,With Spouse,,,65,145126,Y,Y,E
Female,fulltime,Retired,89944.4,Widowed,,,,45,145127,Y,Y,E
Male,fulltime,"5412 Accounting, tax preparation, bookkeeping and payroll services",426200,Single,With Parent,,,37,145128,N,Y,F
Male,fulltime,,400000,Single,,Apprenticeship,,31,145129,Y,Y,E
Female,parttime,5411 Legal services,408995.47,Single,With Parent,Apprenticeship,,33,145130,Y,N,E
Other,fulltime,"8139 Business, professional, labour and other membership organizatio",48524,Married,With Spouse,,,41,145131,Y,Y,F
